received_at,slot_id,x_m,y_m,observation_count
1785529373.3126433,7194,1.512152732160323,1.5484439194508066,11
1785529373.3127153,7195,1.5178876909640528,1.5434502140060729,11
1785529373.3132117,7197,1.5147193688355756,1.5406837377819744,11
1785529373.3190532,7199,1.5148460004399165,1.5454820257890607,11
1785529373.3263586,7201,1.5150457813308875,1.5454816986204123,11
1785529373.3295417,7202,1.520269514985856,1.5500428580572911,11
1785529373.3797865,7204,1.5086068264727377,1.5601904778012359,11
1785529373.3825982,7203,1.5086368122903253,1.5575463832452545,11
1785529373.382719,7208,1.5088084562377588,1.562425581891837,11
1785529373.3827431,7206,1.5118911200335414,1.5624512738792424,11
1785529373.3827999,7207,1.5157079556132367,1.559132752590645,11
1785529373.382843,7211,1.5154432206484447,1.5508636971834564,11
1785529373.3828866,7217,1.5141661064724412,1.5508473296033378,12
1785529373.3841922,7215,1.5141615020820574,1.551111348266954,12
1785529373.418981,7221,1.5055302572479472,1.5424721393343017,12
1785529373.4363549,7222,1.514670566621951,1.5425825757533294,12
1785529373.4363916,7223,1.5145930652279644,1.5392061649910418,12
1785529373.4381092,7228,1.5180080581401214,1.5357895715672865,12
1785529373.4382362,7227,1.5180104156968497,1.5349985284260506,12
1785529373.4382672,7229,1.5191727592702187,1.535016709941107,12
1785529373.438318,7232,1.5189660971935057,1.5231841909172164,12
1785529373.4383688,7231,1.5095656119061616,1.5325860385394714,12
1785529373.4383984,7233,1.5074315998910626,1.5304520576915002,12
1785529373.4420052,7234,1.498504266493208,1.5304024707311055,12
1785529373.4424033,7235,1.498586887462835,1.5358810957218128,12
1785529373.44527,7236,1.498560470593189,1.5391537552880192,12
1785529373.4494352,7238,1.49004357808138,1.5306335550718702,12
1785529373.4868534,7239,1.4900479323668214,1.5301899539761585,12
1785529373.486935,7237,1.4966076615652224,1.530224194685473,12
1785529373.486982,7246,1.4976788637707985,1.530225330102985,12
1785529373.4870193,7249,1.4911174595688461,1.5301912190706306,12
1785529373.4917517,7250,1.4960881531673764,1.5351637391726822,12
1785529373.5120502,7253,1.4993068397054041,1.5351772208661665,12
1785529373.5333812,7252,1.5006253110699543,1.5338583196937383,12
1785529373.533409,7257,1.5031130730277695,1.5363470217944584,12
1785529373.533453,7258,1.5044547472072047,1.5363562751052577,12
1785529373.5335014,7260,1.5044662557419943,1.534326106894089,12
1785529373.533536,7261,1.5061260880894474,1.534333347548446,12
1785529373.5335543,7262,1.498925201094551,1.5271301575398566,12
