method,received_at,east_m,north_m,error_to_rtk_m
Passive DS-TWR,1785766388.665940,0.401968,3.335273,0.100943
Passive DS-TWR,1785766388.700883,0.407336,3.384087,0.058309
Passive DS-TWR,1785766388.751227,0.314108,3.329371,0.119683
Passive DS-TWR,1785766388.751415,0.277541,3.374263,0.113396
Passive DS-TWR,1785766388.782338,0.424868,3.378355,0.073721
Passive DS-TWR,1785766388.794394,0.289630,3.308855,0.150163
Passive DS-TWR,1785766388.809029,0.282762,3.444890,0.092906
Passive DS-TWR,1785766388.833505,0.406152,3.313892,0.122673
Passive DS-TWR,1785766388.835746,0.384786,3.427929,0.010949
Passive DS-TWR,1785766388.956126,0.397789,3.364053,0.072194
Passive DS-TWR,1785766389.099718,0.397193,3.375667,0.061072
Passive DS-TWR,1785766389.102171,0.351476,3.403533,0.037216
Passive DS-TWR,1785766389.162731,0.374003,3.347416,0.085089
Passive DS-TWR,1785766389.162901,0.363843,3.476473,0.045326
Passive DS-TWR,1785766389.177508,0.359466,3.339009,0.094748
Passive DS-TWR,1785766389.402199,0.383202,3.367212,0.065823
Passive DS-TWR,1785766389.501644,0.375449,3.338454,0.094049
Passive DS-TWR,1785766389.577123,0.276713,3.468739,0.104603
Passive DS-TWR,1785766389.625028,0.315173,3.366066,0.089295
Passive DS-TWR,1785766389.665751,0.313151,3.394782,0.072305
Passive DS-TWR,1785766389.726076,0.419302,3.396879,0.056974
Passive DS-TWR,1785766389.771071,0.322510,3.311666,0.131680
Passive DS-TWR,1785766389.771660,0.270687,3.404071,0.107962
Passive DS-TWR,1785766389.782652,0.398133,3.392942,0.045908
Passive DS-TWR,1785766389.846167,0.339410,3.288150,0.148636
Passive DS-TWR,1785766389.902527,0.302831,3.344512,0.113698
Passive DS-TWR,1785766389.946809,0.373778,3.333540,0.098967
Passive DS-TWR,1785766390.011585,0.335494,3.336381,0.103861
Passive DS-TWR,1785766390.072990,0.361884,3.283877,0.149188
Passive DS-TWR,1785766390.177970,0.389442,3.402734,0.033157
Passive DS-TWR,1785766390.178115,0.406712,3.324930,0.112195
Passive DS-TWR,1785766390.213645,0.345337,3.293249,0.142344
Passive DS-TWR,1785766390.230317,0.397419,3.334412,0.100655
Passive DS-TWR,1785766390.244587,0.378407,3.417686,0.015240
Passive DS-TWR,1785766390.286291,0.319956,3.320073,0.125109
Passive DS-TWR,1785766390.286520,0.290628,3.380626,0.098907
Passive DS-TWR,1785766390.291796,0.428371,3.439965,0.054050
Passive DS-TWR,1785766390.307921,0.341090,3.470769,0.051023
Passive DS-TWR,1785766390.360176,0.338175,3.305274,0.132405
Passive DS-TWR,1785766390.360433,0.297692,3.328065,0.129841
Passive DS-TWR,1785766390.362659,0.416939,3.364622,0.079875
Passive DS-TWR,1785766390.471940,0.405554,3.424659,0.031701
Passive DS-TWR,1785766390.472357,0.312013,3.311516,0.136326
Passive DS-TWR,1785766390.523905,0.349586,3.307247,0.127775
Passive DS-TWR,1785766390.590978,0.385983,3.292294,0.140649
Passive DS-TWR,1785766390.602759,0.282021,3.319874,0.145946
Passive DS-TWR,1785766390.799805,0.293147,3.375184,0.099794
Passive DS-TWR,1785766390.851938,0.350895,3.440664,0.025296
Passive DS-TWR,1785766390.857462,0.347647,3.286456,0.148555
Passive DS-TWR,1785766390.857615,0.265849,3.430810,0.109002
Passive DS-TWR,1785766390.932088,0.359827,3.323530,0.110001
Passive DS-TWR,1785766390.932451,0.283322,3.376450,0.107317
Passive DS-TWR,1785766390.932634,0.393467,3.309204,0.124697
Passive DS-TWR,1785766390.948021,0.334842,3.423430,0.041012
Passive DS-TWR,1785766391.027304,0.414246,3.417383,0.042208
Passive DS-TWR,1785766391.027483,0.369476,3.412521,0.020687
Passive DS-TWR,1785766391.034837,0.340770,3.310410,0.126756
Passive DS-TWR,1785766391.049331,0.264798,3.418648,0.110909
Passive DS-TWR,1785766391.168149,0.374856,3.288811,0.143691
Passive DS-TWR,1785766391.177699,0.310139,3.385929,0.079719
Passive DS-TWR,1785766391.190321,0.411217,3.395817,0.051664
Passive DS-TWR,1785766391.239594,0.415009,3.420615,0.041892
Passive DS-TWR,1785766391.240393,0.381842,3.324037,0.108691
Passive DS-TWR,1785766391.246868,0.286157,3.415059,0.090380
Passive DS-TWR,1785766391.289755,0.368288,3.445997,0.015001
Passive DS-TWR,1785766391.290169,0.366319,3.306550,0.126239
Passive DS-TWR,1785766391.305449,0.268943,3.444073,0.106526
Passive DS-TWR,1785766391.335581,0.403048,3.356724,0.080858
Passive DS-TWR,1785766391.335764,0.311543,3.444372,0.064399
Passive DS-TWR,1785766391.573313,0.397503,3.398413,0.040935
Passive DS-TWR,1785766391.573513,0.354318,3.406305,0.033277
Passive DS-TWR,1785766391.573667,0.337522,3.352600,0.088187
Passive DS-TWR,1785766391.573779,0.269980,3.416613,0.106056
Passive DS-TWR,1785766391.590198,0.368770,3.415181,0.018352
Passive DS-TWR,1785766391.698957,0.276902,3.382872,0.109794
Passive DS-TWR,1785766391.716116,0.353061,3.443250,0.024285
Passive DS-TWR,1785766391.755261,0.341611,3.332548,0.105332
Passive DS-TWR,1785766391.791720,0.299317,3.412676,0.078081
Passive DS-TWR,1785766391.801247,0.241490,3.333984,0.165794
Passive DS-TWR,1785766391.914315,0.392964,3.372676,0.062511
Passive DS-TWR,1785766391.914484,0.409004,3.396787,0.049425
Passive DS-TWR,1785766392.041016,0.407493,3.406067,0.042013
Passive DS-TWR,1785766392.078417,0.318133,3.305075,0.139474
Passive DS-TWR,1785766392.079100,0.296324,3.353033,0.111713
Passive DS-TWR,1785766392.308689,0.373306,3.385463,0.047064
Passive DS-TWR,1785766392.344207,0.270486,3.403171,0.108396
Passive DS-TWR,1785766392.344444,0.400444,3.394151,0.046113
Passive DS-TWR,1785766392.356168,0.355994,3.417023,0.024387
Passive DS-TWR,1785766392.393191,0.298166,3.336489,0.122870
Passive DS-TWR,1785766392.409187,0.424897,3.363989,0.084852
Passive DS-TWR,1785766392.435890,0.362738,3.401812,0.032989
Passive DS-TWR,1785766392.462299,0.270958,3.375753,0.118370
Passive DS-TWR,1785766392.553303,0.356885,3.340035,0.094194
Passive DS-TWR,1785766392.553519,0.285039,3.379145,0.104455
Passive DS-TWR,1785766392.595057,0.402893,3.311272,0.124434
Passive DS-TWR,1785766392.685304,0.380703,3.419549,0.014219
Passive DS-TWR,1785766392.740407,0.337329,3.444663,0.039432
Passive DS-TWR,1785766392.780681,0.346913,3.301240,0.134199
Passive DS-TWR,1785766392.780912,0.297182,3.385532,0.090756
Passive DS-TWR,1785766392.826490,0.348012,3.281309,0.153554
Passive DS-TWR,1785766392.864080,0.296596,3.344476,0.117772
Passive DS-TWR,1785766392.865688,0.381004,3.328870,0.103814
Passive DS-TWR,1785766392.887459,0.347769,3.474886,0.050291
Passive DS-TWR,1785766392.900878,0.318500,3.358778,0.092786
Passive DS-TWR,1785766392.929318,0.559869,3.912261,0.514204
Passive DS-TWR,1785766392.931146,0.412390,3.373756,0.069722
Passive DS-TWR,1785766392.978804,0.305618,3.362061,0.098759
Passive DS-TWR,1785766392.980179,0.412659,3.363346,0.078821
Passive DS-TWR,1785766393.019128,0.360535,3.400454,0.035095
Passive DS-TWR,1785766393.019268,0.370179,3.298582,0.134000
Passive DS-TWR,1785766393.065102,0.304810,3.395709,0.079106
Passive DS-TWR,1785766393.068243,0.320361,3.437768,0.054732
Passive DS-TWR,1785766393.081374,0.321496,3.312732,0.131111
Passive DS-TWR,1785766393.118242,0.300774,3.338410,0.119745
Passive DS-TWR,1785766393.301964,0.388035,3.423338,0.016066
Passive DS-TWR,1785766393.346433,0.333112,3.304324,0.134798
Passive DS-TWR,1785766393.353024,0.295892,3.414944,0.080875
Passive DS-TWR,1785766393.379884,0.414352,3.379769,0.065894
Passive DS-TWR,1785766393.397605,0.415661,3.446333,0.043102
Passive DS-TWR,1785766393.401047,0.333494,3.316211,0.123421
Passive DS-TWR,1785766393.432972,0.281324,3.374009,0.110301
Passive DS-TWR,1785766393.444576,0.390609,3.344100,0.089797
Passive DS-TWR,1785766393.449231,0.364254,3.439361,0.012613
Passive DS-TWR,1785766393.508196,0.280458,3.430230,0.094408
Passive DS-TWR,1785766393.537345,0.342280,3.302566,0.133952
Passive DS-TWR,1785766393.545078,0.289320,3.357027,0.114061
Passive DS-TWR,1785766393.576882,0.375345,3.425615,0.006905
Passive DS-TWR,1785766393.749424,0.334435,3.290651,0.147493
Passive DS-TWR,1785766393.752857,0.277873,3.433494,0.096970
Passive DS-TWR,1785766393.752945,0.417539,3.447915,0.045397
Passive DS-TWR,1785766393.791357,0.419398,3.421069,0.046003
Passive DS-TWR,1785766393.791507,0.283512,3.326025,0.140278
Passive DS-TWR,1785766393.802692,0.298524,3.353901,0.109553
Passive DS-TWR,1785766393.849264,0.315544,3.290257,0.154108
Passive DS-TWR,1785766393.883950,0.283494,3.319489,0.145312
Passive DS-TWR,1785766393.884133,0.414795,3.425287,0.040603
Passive DS-TWR,1785766393.946651,0.360912,3.344657,0.088942
Passive DS-TWR,1785766393.947599,0.413392,3.399766,0.050577
Passive DS-TWR,1785766393.991821,0.366245,3.301324,0.131459
Passive DS-TWR,1785766393.994255,0.275125,3.374401,0.115406
Passive DS-TWR,1785766394.041610,0.329843,3.323174,0.118224
Passive DS-TWR,1785766394.077896,0.274346,3.376558,0.115015
Passive DS-TWR,1785766394.080723,0.382414,3.348128,0.084713
Passive DS-TWR,1785766394.084332,0.351656,3.415996,0.028458
Passive DS-TWR,1785766394.260607,0.415139,3.365715,0.078004
Passive DS-TWR,1785766394.297184,0.321862,3.298714,0.143894
Passive DS-TWR,1785766394.343740,0.362437,3.438353,0.013713
Passive DS-TWR,1785766394.379446,0.344783,3.315404,0.120893
Passive DS-TWR,1785766394.451174,0.293568,3.369694,0.102712
Passive DS-TWR,1785766394.464767,0.408760,3.383499,0.059598
Passive DS-TWR,1785766394.468447,0.338911,3.425377,0.036628
Passive DS-TWR,1785766394.543876,0.282382,3.336959,0.132953
Passive DS-TWR,1785766394.554093,0.319348,3.348285,0.100854
Passive DS-TWR,1785766394.606538,0.300668,3.376233,0.093099
Passive DS-TWR,1785766394.739507,0.399522,3.357575,0.078888
Passive DS-TWR,1785766394.757118,0.376357,3.295081,0.137429
Passive DS-TWR,1785766394.809484,0.341936,3.294977,0.141406
Passive DS-TWR,1785766394.843332,0.290371,3.434918,0.084502
Passive DS-TWR,1785766394.843608,0.393680,3.363984,0.071061
Passive DS-TWR,1785766394.891502,0.307987,3.392833,0.077735
Passive DS-TWR,1785766394.947036,0.386893,3.293212,0.139810
Passive DS-TWR,1785766394.952854,0.288289,3.346028,0.122346
Passive DS-TWR,1785766394.989079,0.380712,3.342389,0.090304
Passive DS-TWR,1785766394.990739,0.364275,3.399663,0.034496
Passive DS-TWR,1785766395.083848,0.272818,3.311707,0.158112
Passive DS-TWR,1785766395.093408,0.403585,3.341082,0.095832
Passive DS-TWR,1785766395.129199,0.350526,3.300123,0.134592
Passive DS-TWR,1785766395.166754,0.289606,3.413729,0.087276
Passive DS-TWR,1785766395.207978,0.381609,3.278453,0.154197
Passive DS-TWR,1785766395.212271,0.280269,3.371012,0.112803
Passive DS-TWR,1785766395.250697,0.396453,3.429556,0.021814
Passive DS-TWR,1785766395.256849,0.327710,3.354211,0.091381
Passive DS-TWR,1785766395.428844,0.278630,3.339904,0.133531
Passive DS-TWR,1785766395.466764,0.292161,3.410970,0.085435
Passive DS-TWR,1785766395.496871,0.389295,3.434559,0.014602
Passive DS-TWR,1785766395.539482,0.305080,3.338068,0.117404
Passive DS-TWR,1785766395.558098,0.396257,3.378623,0.057980
Passive DS-TWR,1785766395.558774,0.334029,3.449578,0.044239
Passive DS-TWR,1785766395.602103,0.354155,3.288465,0.145514
Passive DS-TWR,1785766395.667364,0.284898,3.355601,0.118334
Passive DS-TWR,1785766395.737859,0.403497,3.355787,0.081893
Passive DS-TWR,1785766395.740398,0.383858,3.471213,0.039748
Passive DS-TWR,1785766395.873654,0.324923,3.308506,0.133666
Passive DS-TWR,1785766395.878183,0.367288,3.440949,0.011331
Passive DS-TWR,1785766395.941686,0.337586,3.437947,0.037649
Passive DS-TWR,1785766395.980499,0.333563,3.317931,0.121779
Passive DS-TWR,1785766395.988372,0.406863,3.354329,0.084478
Passive DS-TWR,1785766396.027575,0.379563,3.448466,0.016649
Passive DS-TWR,1785766396.027876,0.349558,3.317922,0.117336
Passive DS-TWR,1785766396.068326,0.288637,3.362700,0.110919
Passive DS-TWR,1785766396.069626,0.347103,3.426052,0.028476
Passive DS-TWR,1785766396.113842,0.359259,3.288297,0.145044
Passive DS-TWR,1785766396.114577,0.295932,3.392873,0.088299
Passive DS-TWR,1785766396.117458,0.402824,3.307291,0.128300
Passive DS-TWR,1785766396.153137,0.355612,3.429134,0.019519
Passive DS-TWR,1785766396.155456,0.367415,3.317288,0.115452
Passive DS-TWR,1785766396.185168,0.289129,3.354804,0.115685
Passive DS-TWR,1785766396.255366,0.279088,3.347603,0.127968
Passive DS-TWR,1785766396.259969,0.358165,3.426596,0.017689
Passive DS-TWR,1785766396.303168,0.355253,3.299139,0.134793
Passive DS-TWR,1785766396.303330,0.291734,3.391727,0.092568
Passive DS-TWR,1785766396.313848,0.382620,3.371504,0.061492
Passive DS-TWR,1785766396.355525,0.355910,3.405376,0.033077
Passive DS-TWR,1785766396.355794,0.360997,3.306086,0.127171
Passive DS-TWR,1785766396.409092,0.331395,3.324108,0.116776
Passive DS-TWR,1785766396.432304,0.291395,3.440957,0.083870
Passive DS-TWR,1785766396.553781,0.335134,3.431734,0.039712
Passive DS-TWR,1785766396.706931,0.294355,3.378462,0.096942
Passive DS-TWR,1785766396.707195,0.407063,3.337114,0.100684
Passive DS-TWR,1785766396.709436,0.381982,3.426979,0.009029
Passive DS-TWR,1785766396.745350,0.344130,3.297739,0.138217
Passive DS-TWR,1785766396.835933,0.385999,3.419508,0.017128
Passive DS-TWR,1785766396.873638,0.292984,3.341829,0.122155
Passive DS-TWR,1785766396.935011,0.338665,3.320035,0.118140
Passive DS-TWR,1785766396.936606,0.282426,3.376427,0.108095
Passive DS-TWR,1785766396.988783,0.350642,3.310752,0.124131
Passive DS-TWR,1785766397.028576,0.288732,3.407896,0.089554
Passive DS-TWR,1785766397.257012,0.298566,3.421318,0.077089
Passive DS-TWR,1785766397.305529,0.347887,3.349356,0.087405
Passive DS-TWR,1785766397.340422,0.289494,3.336462,0.128480
Passive DS-TWR,1785766397.341465,0.396220,3.387117,0.050169
Passive DS-TWR,1785766397.348012,0.414116,3.426596,0.039719
Passive DS-TWR,1785766397.384025,0.355571,3.321955,0.112213
Passive DS-TWR,1785766397.481172,0.354730,3.417054,0.025357
Passive DS-TWR,1785766397.497754,0.353617,3.293291,0.140818
Passive DS-TWR,1785766397.540555,0.370862,3.405450,0.027342
Passive DS-TWR,1785766397.576962,0.274883,3.367951,0.118986
Passive DS-TWR,1785766397.612149,0.413269,3.297660,0.140211
Passive DS-TWR,1785766397.669968,0.344932,3.440385,0.030928
Passive DS-TWR,1785766397.713174,0.285579,3.348513,0.122561
Passive DS-TWR,1785766397.897336,0.293658,3.370109,0.102387
Passive DS-TWR,1785766397.957931,0.275609,3.339801,0.135794
Passive DS-TWR,1785766397.960703,0.293553,3.450197,0.083190
Passive DS-TWR,1785766398.009951,0.389173,3.435049,0.014559
Passive DS-TWR,1785766398.010670,0.333769,3.339988,0.101219
Passive DS-TWR,1785766398.102862,0.407701,3.337037,0.100962
Passive DS-TWR,1785766398.129322,0.321588,3.410908,0.057462
Passive DS-TWR,1785766398.164339,0.286842,3.381782,0.101567
Passive DS-TWR,1785766398.191499,0.368923,3.427110,0.008004
Passive DS-TWR,1785766398.201428,0.344520,3.309459,0.126722
Passive DS-TWR,1785766398.235321,0.280043,3.453635,0.097123
Passive DS-TWR,1785766398.275629,0.359228,3.292552,0.140817
Passive DS-TWR,1785766398.310946,0.275341,3.340730,0.135358
Passive DS-TWR,1785766398.321178,0.332653,3.451104,0.046105
Passive DS-TWR,1785766398.533200,0.371369,3.309973,0.122578
Passive DS-TWR,1785766398.537402,0.290225,3.364006,0.108863
Passive DS-TWR,1785766398.572863,0.409603,3.398512,0.048620
Passive DS-TWR,1785766398.618902,0.298398,3.363643,0.102882
Passive DS-TWR,1785766398.619092,0.364453,3.356491,0.076717
Passive DS-TWR,1785766398.667414,0.300770,3.372062,0.095599
Passive DS-TWR,1785766398.703532,0.390296,3.356441,0.077615
Passive DS-TWR,1785766398.713107,0.359302,3.304826,0.128617
Passive DS-TWR,1785766398.749681,0.406248,3.326131,0.110911
Passive DS-TWR,1785766398.756063,0.324133,3.437517,0.050953
Passive DS-TWR,1785766398.810498,0.356591,3.337973,0.096274
Passive DS-TWR,1785766398.810977,0.279876,3.342424,0.130888
Passive DS-TWR,1785766398.811181,0.391425,3.344536,0.089515
Passive DS-TWR,1785766398.851621,0.313393,3.350189,0.102718
Passive DS-TWR,1785766398.857225,0.298135,3.389073,0.088144
Passive DS-TWR,1785766398.905115,0.328255,3.320822,0.121005
Passive DS-TWR,1785766398.924001,0.298454,3.372168,0.097338
Passive DS-TWR,1785766398.942543,0.406167,3.374147,0.066232
Passive DS-TWR,1785766399.001343,0.297510,3.310134,0.144754
Passive DS-TWR,1785766399.002228,0.376447,3.446224,0.013816
Passive DS-TWR,1785766399.088365,0.409152,3.398528,0.048286
Passive DS-TWR,1785766399.097660,0.374092,3.313168,0.119336
Passive DS-TWR,1785766399.130941,0.252578,3.400129,0.126474
Passive DS-TWR,1785766399.178603,0.320368,3.307149,0.136675
Passive DS-TWR,1785766399.179278,0.286101,3.381256,0.102471
Passive DS-TWR,1785766399.290045,0.320279,3.338794,0.108433
Passive DS-TWR,1785766399.348120,0.412401,3.347308,0.093106
Passive DS-TWR,1785766399.354301,0.385158,3.303002,0.129910
Passive DS-TWR,1785766399.373817,0.267981,3.432489,0.106858
Passive DS-TWR,1785766399.397120,0.410884,3.420662,0.037940
Passive DS-TWR,1785766399.444421,0.392802,3.368889,0.066100
Passive DS-TWR,1785766399.483129,0.307792,3.429474,0.067115
Passive DS-TWR,1785766399.483423,0.356228,3.292305,0.141426
Passive DS-TWR,1785766399.497152,0.301385,3.376949,0.092095
Passive DS-TWR,1785766399.598902,0.366267,3.436918,0.009642
Passive DS-TWR,1785766399.700234,0.403220,3.339573,0.097166
Passive DS-TWR,1785766399.734376,0.366443,3.434167,0.008559
Passive DS-TWR,1785766399.737450,0.383055,3.320942,0.111862
Passive DS-TWR,1785766399.822490,0.341917,3.300958,0.135601
Passive DS-TWR,1785766399.825103,0.294019,3.372915,0.100411
Passive DS-TWR,1785766399.915547,0.397094,3.385801,0.051732
Passive DS-TWR,1785766399.915987,0.372836,3.287368,0.145148
Passive DS-TWR,1785766399.944031,0.294062,3.320817,0.137834
Passive DS-TWR,1785766399.947316,0.284060,3.357701,0.117626
Passive DS-TWR,1785766399.983931,0.395165,3.320261,0.114067
Passive DS-TWR,1785766399.992800,0.359806,3.311234,0.122196
Passive DS-TWR,1785766400.022061,0.290514,3.361381,0.110312
Passive DS-TWR,1785766400.032268,0.377360,3.342260,0.090277
Passive DS-TWR,1785766400.077034,0.324670,3.318106,0.124913
Passive DS-TWR,1785766400.080432,0.308028,3.379557,0.085245
Passive DS-TWR,1785766400.228189,0.356038,3.454157,0.028677
Passive DS-TWR,1785766400.404713,0.293164,3.349879,0.116178
Passive DS-TWR,1785766400.408505,0.405207,3.301701,0.134280
Passive DS-TWR,1785766400.523895,0.289252,3.413483,0.087674
Passive DS-TWR,1785766400.570010,0.352344,3.314046,0.120572
Passive DS-TWR,1785766400.604915,0.287074,3.378629,0.102980
Passive DS-TWR,1785766400.605273,0.406635,3.304821,0.131580
Passive DS-TWR,1785766400.612693,0.386722,3.420106,0.017172
Passive DS-TWR,1785766400.652376,0.293973,3.372294,0.100817
Passive DS-TWR,1785766400.660704,0.418069,3.405182,0.051139
Passive DS-TWR,1785766400.690113,0.309918,3.451413,0.067619
Passive DS-TWR,1785766400.697261,0.376652,3.313977,0.118538
Passive DS-TWR,1785766400.889699,0.343486,3.324292,0.112660
Passive DS-TWR,1785766400.954915,0.338571,3.320251,0.117964
Passive DS-TWR,1785766400.986002,0.277087,3.338807,0.135404
Passive DS-TWR,1785766401.002791,0.402840,3.345989,0.090931
Passive DS-TWR,1785766401.034921,0.379357,3.313632,0.118955
Passive DS-TWR,1785766401.035058,0.294077,3.380198,0.096219
Passive DS-TWR,1785766401.044914,0.392671,3.352765,0.081706
Passive DS-TWR,1785766401.079551,0.359966,3.429600,0.015153
Passive DS-TWR,1785766401.097556,0.322502,3.303342,0.139361
Passive DS-TWR,1785766401.133443,0.416622,3.352340,0.090398
Passive DS-TWR,1785766401.182709,0.392594,3.404510,0.033148
Passive DS-TWR,1785766401.188830,0.352346,3.422969,0.024429
Passive DS-TWR,1785766401.234053,0.294099,3.363286,0.106347
Passive DS-TWR,1785766401.236903,0.394178,3.421260,0.022369
Passive DS-TWR,1785766401.277631,0.392076,3.458097,0.030859
Passive DS-TWR,1785766401.277900,0.326006,3.319438,0.123158
Passive DS-TWR,1785766401.289497,0.283814,3.395708,0.098180
Passive DS-TWR,1785766401.365215,0.398080,3.293068,0.141357
Passive DS-TWR,1785766401.453197,0.345279,3.419048,0.032477
Passive DS-TWR,1785766401.538486,0.345685,3.307500,0.128356
Passive DS-TWR,1785766401.545500,0.289365,3.398234,0.092087
