method,received_at,east_m,north_m,error_to_rtk_m
Passive DS-TWR,1785766247.445132,0.344141,3.335314,0.101920
Passive DS-TWR,1785766247.485982,0.351095,3.282604,0.151766
Passive DS-TWR,1785766247.538586,0.293634,3.320341,0.138471
Passive DS-TWR,1785766247.611462,0.350115,3.309860,0.125109
Passive DS-TWR,1785766247.619012,0.265133,3.358083,0.132564
Passive DS-TWR,1785766247.651766,0.407720,3.400063,0.046189
Passive DS-TWR,1785766247.651904,0.353056,3.420221,0.025006
Passive DS-TWR,1785766247.693497,0.284182,3.379058,0.105237
Passive DS-TWR,1785766247.696089,0.385863,3.317765,0.115265
Passive DS-TWR,1785766247.736406,0.350390,3.440003,0.025574
Passive DS-TWR,1785766247.779782,0.266049,3.363533,0.128809
Passive DS-TWR,1785766247.779933,0.377613,3.415241,0.017482
Passive DS-TWR,1785766247.833431,0.302720,3.374402,0.092611
Passive DS-TWR,1785766247.914085,0.381726,3.405038,0.028314
Passive DS-TWR,1785766247.950958,0.292232,3.441572,0.083103
Passive DS-TWR,1785766247.951268,0.396321,3.335590,0.099264
Passive DS-TWR,1785766248.008806,0.282996,3.433810,0.091851
Passive DS-TWR,1785766248.066529,0.284159,3.362966,0.114271
Passive DS-TWR,1785766248.093284,0.407989,3.386857,0.056413
Passive DS-TWR,1785766248.109203,0.345931,3.385277,0.055370
Passive DS-TWR,1785766248.115956,0.302974,3.341435,0.116007
Passive DS-TWR,1785766248.135880,0.276585,3.416950,0.099477
Passive DS-TWR,1785766248.198801,0.331035,3.322066,0.118806
Passive DS-TWR,1785766248.198926,0.290460,3.406920,0.088171
Passive DS-TWR,1785766248.206926,0.406762,3.337019,0.100678
Passive DS-TWR,1785766248.248689,0.351075,3.296676,0.137889
Passive DS-TWR,1785766248.292463,0.268197,3.388327,0.115429
Passive DS-TWR,1785766248.293277,0.347437,3.443661,0.029587
Passive DS-TWR,1785766248.307401,0.334854,3.280957,0.156731
Passive DS-TWR,1785766248.340080,0.284283,3.403172,0.095187
Passive DS-TWR,1785766248.382349,0.372328,3.426116,0.006862
Passive DS-TWR,1785766248.435816,0.325355,3.295559,0.145609
Passive DS-TWR,1785766248.521618,0.331211,3.291536,0.147562
Passive DS-TWR,1785766248.560999,0.401861,3.298728,0.136476
Passive DS-TWR,1785766248.754909,0.342730,3.296310,0.139926
Passive DS-TWR,1785766248.792657,0.418459,3.356484,0.087643
Passive DS-TWR,1785766248.991459,0.279232,3.326330,0.142874
Passive DS-TWR,1785766248.991829,0.366791,3.428861,0.008832
Passive DS-TWR,1785766249.034357,0.366686,3.298626,0.134124
Passive DS-TWR,1785766249.034513,0.270558,3.316272,0.156153
Passive DS-TWR,1785766249.038431,0.367096,3.348105,0.084750
Passive DS-TWR,1785766249.110646,0.369469,3.404935,0.028085
Passive DS-TWR,1785766249.131129,0.315675,3.421743,0.060134
Passive DS-TWR,1785766249.138745,0.311358,3.305474,0.142006
Passive DS-TWR,1785766249.169694,0.290223,3.388881,0.095198
Passive DS-TWR,1785766249.181664,0.374929,3.436225,0.003724
Passive DS-TWR,1785766249.212612,0.378729,3.327760,0.104814
Passive DS-TWR,1785766249.218381,0.287476,3.369405,0.107766
Passive DS-TWR,1785766249.424016,0.393847,3.396906,0.040353
Passive DS-TWR,1785766249.484568,0.319625,3.335563,0.111560
Passive DS-TWR,1785766249.484705,0.302405,3.370223,0.095526
Passive DS-TWR,1785766249.486040,0.435625,3.334940,0.114949
Passive DS-TWR,1785766249.531180,0.384371,3.419155,0.016401
Passive DS-TWR,1785766249.531457,0.364102,3.288988,0.143915
Passive DS-TWR,1785766249.623123,0.255612,3.334435,0.154376
Passive DS-TWR,1785766249.674117,0.277170,3.332557,0.139743
Passive DS-TWR,1785766249.677981,0.415168,3.351658,0.090344
Passive DS-TWR,1785766249.694066,0.342260,3.428001,0.032888
Passive DS-TWR,1785766249.743964,0.301620,3.396813,0.081453
Passive DS-TWR,1785766249.790845,0.322961,3.293646,0.148230
Passive DS-TWR,1785766249.795009,0.307219,3.401267,0.074485
Passive DS-TWR,1785766249.827699,0.373676,3.345461,0.087048
Passive DS-TWR,1785766249.865302,0.371384,3.291382,0.141162
Passive DS-TWR,1785766249.871330,0.413567,3.364120,0.078587
Passive DS-TWR,1785766249.895269,0.370035,3.418208,0.015079
Passive DS-TWR,1785766249.929124,0.349980,3.283500,0.151061
Passive DS-TWR,1785766249.931110,0.286307,3.321473,0.142004
Passive DS-TWR,1785766249.972808,0.402949,3.316843,0.119025
Passive DS-TWR,1785766249.973680,0.321955,3.301385,0.141380
Passive DS-TWR,1785766250.015549,0.395001,3.401131,0.037291
Passive DS-TWR,1785766250.055807,0.327561,3.353773,0.091834
Passive DS-TWR,1785766250.055981,0.273149,3.340299,0.137266
Passive DS-TWR,1785766250.062347,0.440723,3.412609,0.068822
Passive DS-TWR,1785766250.115669,0.302953,3.351059,0.108630
Passive DS-TWR,1785766250.144350,0.405184,3.374596,0.065375
Passive DS-TWR,1785766250.229557,0.347481,3.448049,0.031466
Passive DS-TWR,1785766250.269745,0.273865,3.403741,0.104990
Passive DS-TWR,1785766250.315142,0.374650,3.296391,0.136110
Passive DS-TWR,1785766250.370527,0.274880,3.361354,0.122694
Passive DS-TWR,1785766250.442963,0.357347,3.326309,0.107624
Passive DS-TWR,1785766250.482465,0.385356,3.396694,0.037320
Passive DS-TWR,1785766250.676994,0.396939,3.294503,0.139757
Passive DS-TWR,1785766250.690710,0.236293,3.355154,0.158674
Passive DS-TWR,1785766250.719664,0.407552,3.388132,0.055126
Passive DS-TWR,1785766250.720595,0.400169,3.423217,0.026978
Passive DS-TWR,1785766250.765203,0.275067,3.353181,0.127460
Passive DS-TWR,1785766250.920707,0.305348,3.443402,0.070340
Passive DS-TWR,1785766250.965333,0.353496,3.316197,0.118246
Passive DS-TWR,1785766250.978505,0.397767,3.334300,0.100842
Passive DS-TWR,1785766251.012109,0.282668,3.360005,0.117266
Passive DS-TWR,1785766251.055249,0.398898,3.326992,0.108217
Passive DS-TWR,1785766251.059847,0.312333,3.290812,0.154864
Passive DS-TWR,1785766251.084826,0.281371,3.398696,0.099393
Passive DS-TWR,1785766251.234469,0.397237,3.351331,0.084205
Passive DS-TWR,1785766251.306026,0.356732,3.424152,0.019939
Passive DS-TWR,1785766251.316177,0.330160,3.297352,0.142343
Passive DS-TWR,1785766251.336034,0.276751,3.362409,0.120557
Passive DS-TWR,1785766251.349113,0.400318,3.357789,0.078937
Passive DS-TWR,1785766251.485819,0.287440,3.336370,0.129922
Passive DS-TWR,1785766251.486774,0.405373,3.368297,0.071095
Passive DS-TWR,1785766251.533350,0.279205,3.442696,0.096175
Passive DS-TWR,1785766251.553555,0.400377,3.329540,0.106081
Passive DS-TWR,1785766251.596669,0.317107,3.311555,0.134019
Passive DS-TWR,1785766251.628920,0.373318,3.423375,0.009253
Passive DS-TWR,1785766251.641492,0.331213,3.302785,0.136856
Passive DS-TWR,1785766251.650753,0.280209,3.438669,0.094830
Passive DS-TWR,1785766251.727354,0.410951,3.320313,0.117858
Passive DS-TWR,1785766251.778742,0.311347,3.338020,0.113833
Passive DS-TWR,1785766251.851319,0.376354,3.301070,0.131440
Passive DS-TWR,1785766251.854914,0.269427,3.391127,0.113241
Passive DS-TWR,1785766251.855266,0.389707,3.343813,0.089927
Passive DS-TWR,1785766251.893478,0.317360,3.316959,0.129050
Passive DS-TWR,1785766251.954684,0.407368,3.417037,0.036018
Passive DS-TWR,1785766251.955283,0.363173,3.329434,0.103726
Passive DS-TWR,1785766251.999161,0.283599,3.389986,0.100659
Passive DS-TWR,1785766251.999283,0.414941,3.428651,0.040287
Passive DS-TWR,1785766252.041716,0.349620,3.323117,0.112254
Passive DS-TWR,1785766252.045853,0.394216,3.354814,0.080068
Passive DS-TWR,1785766252.081949,0.392205,3.396346,0.040110
Passive DS-TWR,1785766252.342039,0.371803,3.337425,0.095125
Passive DS-TWR,1785766252.354714,0.267290,3.378359,0.120408
Passive DS-TWR,1785766252.405098,0.328832,3.356948,0.088459
Passive DS-TWR,1785766252.438850,0.269301,3.376288,0.119575
Passive DS-TWR,1785766252.483450,0.266921,3.388409,0.116578
Passive DS-TWR,1785766252.494107,0.405855,3.346761,0.091178
Passive DS-TWR,1785766252.525743,0.398558,3.444999,0.026811
Passive DS-TWR,1785766252.530643,0.325953,3.365939,0.082585
Passive DS-TWR,1785766252.573403,0.337904,3.414027,0.041297
Passive DS-TWR,1785766252.671427,0.228720,3.334065,0.176183
Passive DS-TWR,1785766252.723280,0.332832,3.309417,0.130055
Passive DS-TWR,1785766252.749149,0.280322,3.351855,0.124247
Passive DS-TWR,1785766252.767550,0.392977,3.358272,0.076414
Passive DS-TWR,1785766252.979447,0.290662,3.329918,0.132699
Passive DS-TWR,1785766253.000339,0.274783,3.305940,0.161335
Passive DS-TWR,1785766253.026973,0.340940,3.425400,0.034634
Passive DS-TWR,1785766253.072349,0.432643,3.425177,0.058266
Passive DS-TWR,1785766253.152872,0.387526,3.333183,0.100125
Passive DS-TWR,1785766253.156778,0.308038,3.452216,0.069649
Passive DS-TWR,1785766253.181169,0.312887,3.301289,0.145103
Passive DS-TWR,1785766253.210057,0.283070,3.343744,0.127669
Passive DS-TWR,1785766253.252564,0.287820,3.367815,0.108428
Passive DS-TWR,1785766253.299020,0.346370,3.333862,0.102666
Passive DS-TWR,1785766253.322638,0.289707,3.372631,0.104076
Passive DS-TWR,1785766253.340936,0.392134,3.338150,0.095924
Passive DS-TWR,1785766253.343519,0.376898,3.419184,0.013476
Passive DS-TWR,1785766253.385203,0.347336,3.338878,0.097579
Passive DS-TWR,1785766253.385346,0.291060,3.380626,0.098538
Passive DS-TWR,1785766253.522256,0.320052,3.289817,0.152841
Passive DS-TWR,1785766253.707649,0.298039,3.378586,0.093835
Passive DS-TWR,1785766253.748118,0.369676,3.423334,0.010521
Passive DS-TWR,1785766253.748293,0.325116,3.318617,0.124266
Passive DS-TWR,1785766253.791173,0.271235,3.429925,0.103635
Passive DS-TWR,1785766253.794043,0.335377,3.452963,0.044451
Passive DS-TWR,1785766253.864252,0.278760,3.314510,0.152161
Passive DS-TWR,1785766253.883642,0.343501,3.304050,0.132219
Passive DS-TWR,1785766253.907350,0.290654,3.335877,0.128153
Passive DS-TWR,1785766253.917787,0.375513,3.422992,0.009533
Passive DS-TWR,1785766253.955117,0.280449,3.415002,0.095998
Passive DS-TWR,1785766253.998309,0.404371,3.352052,0.085699
Passive DS-TWR,1785766254.006001,0.363179,3.309907,0.123147
Passive DS-TWR,1785766254.029264,0.282242,3.353073,0.121995
Passive DS-TWR,1785766254.047413,0.435262,3.393852,0.071728
Passive DS-TWR,1785766254.047585,0.297547,3.446574,0.078563
Passive DS-TWR,1785766254.073492,0.362240,3.307917,0.125220
Passive DS-TWR,1785766254.139075,0.323946,3.288891,0.152362
Passive DS-TWR,1785766254.147502,0.290337,3.388389,0.095323
Passive DS-TWR,1785766254.225526,0.279529,3.432578,0.095310
Passive DS-TWR,1785766254.225715,0.395089,3.357065,0.078107
Passive DS-TWR,1785766254.238254,0.301355,3.427652,0.073644
Passive DS-TWR,1785766254.269506,0.360986,3.298681,0.134536
Passive DS-TWR,1785766254.301407,0.282623,3.414620,0.093933
Passive DS-TWR,1785766254.347243,0.281320,3.367019,0.114165
Passive DS-TWR,1785766254.402965,0.349332,3.295097,0.139752
Passive DS-TWR,1785766254.409104,0.290653,3.354801,0.114562
Passive DS-TWR,1785766254.444583,0.394728,3.434919,0.020036
Passive DS-TWR,1785766254.453568,0.321757,3.291456,0.150703
Passive DS-TWR,1785766254.533760,0.284481,3.454007,0.092881
Passive DS-TWR,1785766254.542707,0.399677,3.342148,0.093705
Passive DS-TWR,1785766254.576600,0.370408,3.456939,0.024836
Passive DS-TWR,1785766254.579479,0.299514,3.290643,0.160616
Passive DS-TWR,1785766254.604967,0.267198,3.373188,0.122901
Passive DS-TWR,1785766254.620462,0.425285,3.379326,0.073297
Passive DS-TWR,1785766254.621801,0.360390,3.424694,0.016423
Passive DS-TWR,1785766254.735666,0.295473,3.344835,0.118255
Passive DS-TWR,1785766254.766448,0.350001,3.413094,0.031521
Passive DS-TWR,1785766254.850878,0.282991,3.360889,0.116466
Passive DS-TWR,1785766254.981420,0.386765,3.324159,0.108997
Passive DS-TWR,1785766254.981841,0.384971,3.408362,0.026180
Passive DS-TWR,1785766254.982192,0.291273,3.281666,0.172437
Passive DS-TWR,1785766254.982275,0.277020,3.367961,0.117192
Passive DS-TWR,1785766254.982391,0.381509,3.380779,0.052151
Passive DS-TWR,1785766254.982485,0.434859,3.394025,0.071294
Passive DS-TWR,1785766254.990320,0.400863,3.352420,0.084204
Passive DS-TWR,1785766255.034869,0.282882,3.421510,0.092611
Passive DS-TWR,1785766255.044485,0.337837,3.303387,0.134312
Passive DS-TWR,1785766255.107361,0.296147,3.330287,0.128996
Passive DS-TWR,1785766255.118489,0.383676,3.354916,0.078087
Passive DS-TWR,1785766255.163297,0.384951,3.396480,0.037414
Passive DS-TWR,1785766255.164209,0.362099,3.292520,0.140560
Passive DS-TWR,1785766255.170592,0.283422,3.353447,0.120858
Passive DS-TWR,1785766255.214369,0.264236,3.466799,0.115799
Passive DS-TWR,1785766255.219225,0.345910,3.291903,0.143543
Passive DS-TWR,1785766255.234454,0.298203,3.383076,0.091192
Passive DS-TWR,1785766255.410286,0.285276,3.347989,0.123141
Passive DS-TWR,1785766255.419465,0.301187,3.302753,0.149196
Passive DS-TWR,1785766255.432715,0.283397,3.370665,0.110387
Passive DS-TWR,1785766255.501414,0.296122,3.392984,0.088080
Passive DS-TWR,1785766255.522057,0.407333,3.331323,0.106268
Passive DS-TWR,1785766255.566383,0.392011,3.343069,0.091066
Passive DS-TWR,1785766255.582134,0.379918,3.416073,0.017196
Passive DS-TWR,1785766255.793334,0.408312,3.382184,0.060435
Passive DS-TWR,1785766255.811375,0.288602,3.339621,0.126742
Passive DS-TWR,1785766255.858830,0.297859,3.313327,0.141874
Passive DS-TWR,1785766255.893233,0.289282,3.335368,0.129441
Passive DS-TWR,1785766255.893453,0.430280,3.347465,0.101513
Passive DS-TWR,1785766256.025494,0.273724,3.376963,0.115363
Passive DS-TWR,1785766256.027541,0.407072,3.343125,0.095011
Passive DS-TWR,1785766256.062515,0.334901,3.300289,0.138112
Passive DS-TWR,1785766256.067034,0.270431,3.390464,0.112553
Passive DS-TWR,1785766256.079622,0.396396,3.369960,0.066153
Passive DS-TWR,1785766256.114751,0.317794,3.313550,0.131922
Passive DS-TWR,1785766256.141214,0.281735,3.343049,0.129112
Passive DS-TWR,1785766256.162213,0.381673,3.316449,0.116253
Passive DS-TWR,1785766256.189847,0.344524,3.295079,0.140726
Passive DS-TWR,1785766256.203592,0.285384,3.406244,0.093228
Passive DS-TWR,1785766256.208132,0.384154,3.348989,0.084030
Passive DS-TWR,1785766256.257478,0.399812,3.402561,0.038988
Passive DS-TWR,1785766256.271472,0.411432,3.339341,0.100090
Passive DS-TWR,1785766256.301421,0.374082,3.428038,0.004527
Passive DS-TWR,1785766256.352189,0.351936,3.317044,0.117707
Passive DS-TWR,1785766256.354731,0.426487,3.373745,0.078230
Passive DS-TWR,1785766256.355072,0.390602,3.451721,0.024857
Passive DS-TWR,1785766256.393978,0.379028,3.329362,0.103225
Passive DS-TWR,1785766256.394974,0.232338,3.403005,0.145521
Passive DS-TWR,1785766256.398684,0.381691,3.429356,0.007540
Passive DS-TWR,1785766256.429406,0.368361,3.451469,0.020043
Passive DS-TWR,1785766256.450950,0.298447,3.408070,0.080203
Passive DS-TWR,1785766256.499751,0.345164,3.310912,0.125158
Passive DS-TWR,1785766256.534538,0.281282,3.413647,0.095437
Passive DS-TWR,1785766256.534785,0.445875,3.420066,0.072117
Passive DS-TWR,1785766256.591017,0.407010,3.323334,0.113809
Passive DS-TWR,1785766256.631809,0.382146,3.431912,0.007331
Passive DS-TWR,1785766256.632649,0.313734,3.302286,0.143839
Passive DS-TWR,1785766256.697660,0.292382,3.384587,0.095367
Passive DS-TWR,1785766256.760401,0.416123,3.339320,0.101917
Passive DS-TWR,1785766256.760835,0.346231,3.344226,0.092796
Passive DS-TWR,1785766256.761027,0.338961,3.431532,0.035891
Passive DS-TWR,1785766256.792989,0.298983,3.349375,0.112534
Passive DS-TWR,1785766256.851866,0.423338,3.374181,0.075852
Passive DS-TWR,1785766256.886227,0.330441,3.442850,0.045587
Passive DS-TWR,1785766256.887703,0.342094,3.329776,0.107818
Passive DS-TWR,1785766257.053660,0.287696,3.377862,0.102856
Passive DS-TWR,1785766257.091524,0.301414,3.408898,0.077125
Passive DS-TWR,1785766257.139466,0.342342,3.298646,0.137744
Passive DS-TWR,1785766257.178203,0.282151,3.425540,0.092949
Passive DS-TWR,1785766257.188286,0.374275,3.388321,0.044184
Passive DS-TWR,1785766257.228148,0.361369,3.297814,0.135360
Passive DS-TWR,1785766257.228356,0.285215,3.364246,0.112655
Passive DS-TWR,1785766257.230841,0.403498,3.361294,0.076759
Passive DS-TWR,1785766257.267614,0.379260,3.405059,0.027796
Passive DS-TWR,1785766257.267806,0.361695,3.300098,0.133055
Passive DS-TWR,1785766257.283599,0.283344,3.410649,0.094068
Passive DS-TWR,1785766257.311192,0.422386,3.355656,0.090366
Passive DS-TWR,1785766257.311368,0.330127,3.423576,0.045593
Passive DS-TWR,1785766257.351195,0.348305,3.307573,0.127715
Passive DS-TWR,1785766257.363523,0.280586,3.363218,0.116978
Passive DS-TWR,1785766257.392693,0.347282,3.421764,0.029574
Passive DS-TWR,1785766257.395351,0.275188,3.378975,0.113116
Passive DS-TWR,1785766257.419950,0.281319,3.395089,0.100725
Passive DS-TWR,1785766257.437523,0.395528,3.344769,0.090139
Passive DS-TWR,1785766257.477306,0.339207,3.387849,0.057126
Passive DS-TWR,1785766257.614472,0.296330,3.435826,0.078579
Passive DS-TWR,1785766257.640616,0.399018,3.342161,0.093521
Passive DS-TWR,1785766257.710384,0.381910,3.429941,0.007521
Passive DS-TWR,1785766257.716835,0.393304,3.323796,0.110263
Passive DS-TWR,1785766257.759614,0.367031,3.452100,0.021097
Passive DS-TWR,1785766257.888241,0.378808,3.367323,0.065300
Passive DS-TWR,1785766257.891773,0.394349,3.441605,0.021529
Passive DS-TWR,1785766257.916814,0.310030,3.332533,0.119138
Passive DS-TWR,1785766258.080169,0.283524,3.382396,0.104159
Passive DS-TWR,1785766258.097417,0.382441,3.414498,0.019542
Passive DS-TWR,1785766258.182626,0.283172,3.326455,0.140174
Passive DS-TWR,1785766258.194977,0.271423,3.359602,0.126528
Passive DS-TWR,1785766258.225410,0.318284,3.406177,0.062381
Passive DS-TWR,1785766258.228938,0.327959,3.312017,0.129283
Passive DS-TWR,1785766258.269127,0.271585,3.427536,0.103372
Passive DS-TWR,1785766258.269258,0.387114,3.377832,0.056031
Passive DS-TWR,1785766258.272515,0.365026,3.390931,0.042713
Passive DS-TWR,1785766258.296362,0.341223,3.298474,0.138179
Passive DS-TWR,1785766258.354944,0.366071,3.440202,0.011669
Passive DS-TWR,1785766258.400892,0.291853,3.349309,0.117506
Passive DS-TWR,1785766258.429346,0.348237,3.285821,0.149073
Passive DS-TWR,1785766258.449268,0.275165,3.426825,0.099835
Passive DS-TWR,1785766258.449432,0.392707,3.336341,0.097806
Passive DS-TWR,1785766258.618201,0.334243,3.429798,0.040686
Passive DS-TWR,1785766258.714043,0.429558,3.354055,0.095646
Passive DS-TWR,1785766258.714867,0.384327,3.444221,0.015078
Passive DS-TWR,1785766258.715015,0.329018,3.278630,0.160549
Passive DS-TWR,1785766258.715109,0.283011,3.342067,0.128883
Passive DS-TWR,1785766258.803858,0.338042,3.319117,0.119206
Passive DS-TWR,1785766258.842949,0.287163,3.344247,0.124402
Passive DS-TWR,1785766258.847278,0.325588,3.418030,0.051332
Passive DS-TWR,1785766258.885016,0.382161,3.318925,0.113812
Passive DS-TWR,1785766258.885154,0.266562,3.371354,0.124350
Passive DS-TWR,1785766258.911471,0.390334,3.375283,0.059280
Passive DS-TWR,1785766258.912373,0.399640,3.441836,0.026500
Passive DS-TWR,1785766258.996769,0.354135,3.293030,0.141000
Passive DS-TWR,1785766259.108492,0.384901,3.346400,0.086687
Passive DS-TWR,1785766259.171290,0.387649,3.365637,0.068081
Passive DS-TWR,1785766259.171722,0.294794,3.413843,0.082190
Passive DS-TWR,1785766259.187067,0.309985,3.310735,0.137961
Passive DS-TWR,1785766259.219247,0.293812,3.371894,0.101186
Passive DS-TWR,1785766259.219574,0.417981,3.322974,0.117718
Passive DS-TWR,1785766259.260625,0.340096,3.292716,0.144038
Passive DS-TWR,1785766259.267333,0.298419,3.413917,0.078647
Passive DS-TWR,1785766259.288486,0.394867,3.372199,0.063542
Passive DS-TWR,1785766259.310176,0.399210,3.393227,0.046221
Passive DS-TWR,1785766259.410884,0.293189,3.370302,0.102642
Passive DS-TWR,1785766259.411451,0.397905,3.421965,0.025359
Passive DS-TWR,1785766259.423666,0.371989,3.404633,0.028014
Passive DS-TWR,1785766259.457278,0.332445,3.311334,0.128370
Passive DS-TWR,1785766259.459791,0.314778,3.397323,0.069604
Passive DS-TWR,1785766259.470793,0.408744,3.358438,0.081456
Passive DS-TWR,1785766259.579892,0.343419,3.443245,0.033206
Passive DS-TWR,1785766259.586973,0.271020,3.398731,0.109173
Passive DS-TWR,1785766259.664192,0.342304,3.314120,0.122771
Passive DS-TWR,1785766259.664326,0.404210,3.347476,0.089955
Passive DS-TWR,1785766259.678690,0.389622,3.420417,0.019094
Passive DS-TWR,1785766259.761183,0.277255,3.397403,0.103704
Passive DS-TWR,1785766259.763384,0.332673,3.330382,0.110482
Passive DS-TWR,1785766259.801989,0.377885,3.404784,0.027884
Passive DS-TWR,1785766259.806356,0.357713,3.418686,0.022003
Passive DS-TWR,1785766259.916710,0.293837,3.336314,0.125751
Passive DS-TWR,1785766260.072455,0.377311,3.438261,0.006268
Passive DS-TWR,1785766260.099574,0.288757,3.366049,0.108747
Passive DS-TWR,1785766260.134580,0.400064,3.321520,0.113812
Passive DS-TWR,1785766260.134779,0.342021,3.453839,0.039144
Passive DS-TWR,1785766260.168523,0.334660,3.293694,0.144506
Passive DS-TWR,1785766260.213409,0.346207,3.418732,0.031771
Passive DS-TWR,1785766260.213726,0.354275,3.288731,0.145233
Passive DS-TWR,1785766260.291398,0.352712,3.305685,0.128733
Passive DS-TWR,1785766260.307380,0.287107,3.341095,0.126697
Passive DS-TWR,1785766260.353575,0.319588,3.314426,0.130362
Passive DS-TWR,1785766260.355501,0.269451,3.444105,0.106025
Passive DS-TWR,1785766260.405117,0.368635,3.447061,0.015826
Passive DS-TWR,1785766260.457707,0.346266,3.451569,0.034350
Passive DS-TWR,1785766260.510801,0.353884,3.460022,0.034590
Passive DS-TWR,1785766260.595972,0.334539,3.308796,0.130104
Passive DS-TWR,1785766260.621251,0.269406,3.345833,0.136482
Passive DS-TWR,1785766260.634904,0.400850,3.338670,0.097370
Passive DS-TWR,1785766260.676985,0.344038,3.294253,0.141638
Passive DS-TWR,1785766260.679838,0.292697,3.367609,0.104682
Passive DS-TWR,1785766260.808627,0.352549,3.291032,0.143215
Passive DS-TWR,1785766260.810222,0.312571,3.383912,0.078982
Passive DS-TWR,1785766260.960337,0.304758,3.356324,0.103510
Passive DS-TWR,1785766260.960539,0.420274,3.402546,0.054421
Passive DS-TWR,1785766260.961041,0.327167,3.418161,0.049782
Passive DS-TWR,1785766261.009457,0.413666,3.341137,0.099272
Passive DS-TWR,1785766261.038509,0.361897,3.413497,0.022992
Passive DS-TWR,1785766261.054388,0.332243,3.349833,0.092998
Passive DS-TWR,1785766261.064692,0.282903,3.364112,0.114583
Passive DS-TWR,1785766261.139288,0.285531,3.440301,0.089648
Passive DS-TWR,1785766261.154936,0.363809,3.392452,0.041541
Passive DS-TWR,1785766261.155279,0.384249,3.428984,0.010046
Passive DS-TWR,1785766261.173814,0.348093,3.302754,0.132475
Passive DS-TWR,1785766261.214122,0.337571,3.461226,0.047053
Passive DS-TWR,1785766261.246087,0.335344,3.296193,0.141915
Passive DS-TWR,1785766261.251171,0.269507,3.379434,0.117944
Passive DS-TWR,1785766261.300502,0.355174,3.299529,0.134419
Passive DS-TWR,1785766261.327080,0.296723,3.344937,0.117344
Passive DS-TWR,1785766261.329386,0.427668,3.313599,0.130111
Passive DS-TWR,1785766261.352860,0.400794,3.406158,0.036982
Passive DS-TWR,1785766261.379101,0.291228,3.318423,0.141438
Passive DS-TWR,1785766261.427374,0.362078,3.307673,0.125479
Passive DS-TWR,1785766261.506105,0.395381,3.397951,0.040197
Passive DS-TWR,1785766261.508770,0.297597,3.355454,0.109099
Passive DS-TWR,1785766261.519358,0.399639,3.405657,0.036547
Passive DS-TWR,1785766261.549593,0.300701,3.444392,0.075085
Passive DS-TWR,1785766261.562446,0.324353,3.315139,0.127760
Passive DS-TWR,1785766261.637299,0.307097,3.373294,0.089969
Passive DS-TWR,1785766261.666948,0.379995,3.345662,0.086993
Passive DS-TWR,1785766261.710760,0.284935,3.401852,0.094985
Passive DS-TWR,1785766261.719605,0.409080,3.368270,0.072789
Passive DS-TWR,1785766261.785618,0.282950,3.331689,0.136406
Passive DS-TWR,1785766261.790760,0.363241,3.399471,0.035007
Passive DS-TWR,1785766261.860953,0.395968,3.379758,0.056818
Passive DS-TWR,1785766261.861326,0.367733,3.455768,0.024327
Passive DS-TWR,1785766261.892166,0.324403,3.319873,0.123405
Passive DS-TWR,1785766261.931255,0.276350,3.365867,0.118913
Passive DS-TWR,1785766261.974948,0.397774,3.311750,0.122911
Passive DS-TWR,1785766262.016629,0.301169,3.315745,0.138055
Passive DS-TWR,1785766262.019857,0.290144,3.354555,0.115104
Passive DS-TWR,1785766262.150892,0.279432,3.356688,0.121861
Passive DS-TWR,1785766262.162418,0.423092,3.349182,0.096284
Passive DS-TWR,1785766262.197128,0.353910,3.433618,0.020958
Passive DS-TWR,1785766262.242328,0.324579,3.436554,0.050423
Passive DS-TWR,1785766262.281955,0.280239,3.378835,0.108762
Passive DS-TWR,1785766262.285877,0.418600,3.397451,0.056068
Passive DS-TWR,1785766262.349844,0.287736,3.366242,0.109440
Passive DS-TWR,1785766262.416232,0.283805,3.319264,0.145292
Passive DS-TWR,1785766262.416433,0.443210,3.420629,0.069394
Passive DS-TWR,1785766262.458865,0.334888,3.324362,0.115283
Passive DS-TWR,1785766262.467742,0.270134,3.388946,0.113403
Passive DS-TWR,1785766262.504465,0.356964,3.431308,0.017915
Passive DS-TWR,1785766262.515071,0.312857,3.356186,0.098315
Passive DS-TWR,1785766262.544596,0.291375,3.398717,0.090042
Passive DS-TWR,1785766262.564243,0.361335,3.412856,0.023839
Passive DS-TWR,1785766262.586551,0.370560,3.331246,0.101346
Passive DS-TWR,1785766262.594990,0.281114,3.441318,0.094139
Passive DS-TWR,1785766262.628840,0.393891,3.326830,0.107376
Passive DS-TWR,1785766262.670970,0.278017,3.350189,0.127082
Passive DS-TWR,1785766262.686700,0.382030,3.330420,0.102334
Passive DS-TWR,1785766262.723899,0.265835,3.424860,0.109271
Passive DS-TWR,1785766262.757979,0.385671,3.321078,0.111949
Passive DS-TWR,1785766262.761276,0.389936,3.433125,0.015110
Passive DS-TWR,1785766262.773532,0.368618,3.313481,0.119183
Passive DS-TWR,1785766262.806413,0.287626,3.363884,0.110970
Passive DS-TWR,1785766262.892667,0.307236,3.434225,0.067625
Passive DS-TWR,1785766262.892840,0.384590,3.329014,0.103945
Passive DS-TWR,1785766263.017142,0.421343,3.352287,0.092720
Passive DS-TWR,1785766263.027303,0.338598,3.312788,0.125079
Passive DS-TWR,1785766263.058866,0.308133,3.420733,0.067736
Passive DS-TWR,1785766263.059059,0.397565,3.396600,0.042490
